INSTNM,CITY,STABBR,INSTURL,HCM2,main,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,LATITUDE,LONGITUDE,ADM_RATE,first_gen,DISTANCEONLY,UGDS,UG,NPT4_PUB,NPT4_PRIV,NPT4_048_PUB,NPT4_048_PRIV,NPT4_3075_PUB,NPT4_3075_PRIV,NPT4_75UP_PUB,NPT4_75UP_PRIV,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,C150_4_POOLED,C150_L4_POOLED,RPY_3YR_RT,LO_INC_RPY_3YR_RT,MD_INC_RPY_3YR_RT,HI_INC_RPY_3YR_RT,DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,GRAD_DEBT_MDN10YR,CUML_DEBT_P90,CUML_DEBT_P75,CUML_DEBT_P25,CUML_DEBT_P10,gt_25k_p10,count_nwne_p10,count_wne_p10,mn_earn_wne_p10,md_earn_wne_p10,pct10_earn_wne_p10,pct25_earn_wne_p10,pct75_earn_wne_p10,pct90_earn_wne_p10,mn_earn_wne_inc1_p10,mn_earn_wne_inc2_p10,mn_earn_wne_inc3_p10,CURROPER
Stautzenberger College-Brecksville,Brecksville,OH,www.LearnWhatYouLove.com,0,0,3,2,2,3,41.2888,-81.6432,NULL,NULL,0,317,NULL,NULL,20098,NULL,19408,NULL,20705,NULL,23041,10494,10494,NULL,NULL,0.33335,0.482605477,0.430687831,0.578231293,PrivacySuppressed,14250,13380,16640,15500,222.041,33415,23127,6455,3167,0.583180964,111,547,33300,29700,6200,15700,43700,64000,29900,34600,39000,1
Stone Academy-East Hartford,East Hartford,CT,www.stoneacademy.com,0,0,3,1,1,3,41.779,-72.6067,NULL,NULL,0,312,NULL,NULL,20802,NULL,20752,NULL,20427,NULL,22479,NULL,NULL,26900,NULL,0.697669767,0.480863592,0.436519258,0.533039648,PrivacySuppressed,11489,11444,12488,13339,146.541509,17264,17197,5733,2907,0.554307103,59,267,28000,28700,4400,12300,39900,50700,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Westwood College-Annandale,Annandale,VA,www.westwood.edu,0,0,3,3,3,3,38.8321,-77.2098,NULL,NULL,0,348,NULL,NULL,27104,NULL,27104,NULL,28766,NULL,NULL,14704,14704,NULL,0.452049315,NULL,0.310542797,0.288461538,0.33615222,0.426573427,22967.5,20711.5,25358,PrivacySuppressed,432.0140717,56766,43952,9500,4179,0.6875,14,64,38700,34200,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Unitech Training Academy-Houma,Houma,LA,www.unitechtrainingacademy.com,0,0,5,1,1,3,29.5778,-90.6884,NULL,NULL,0,70,NULL,NULL,20706,NULL,20706,NULL,NULL,NULL,NULL,NULL,NULL,13245,NULL,0.569077901,0.285908781,0.259430331,PrivacySuppressed,PrivacySuppressed,5736,5529,6114,PrivacySuppressed,80.4676584,11250,8181,4091,2410,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Miller-Motte Technical College-Madison,Madison,TN,miller-motte.edu,0,0,8,1,2,3,36.2882,-86.7047,NULL,NULL,0,425,NULL,NULL,20881,NULL,20881,NULL,25579,NULL,NULL,10800,10800,NULL,NULL,0.608655435,0.400491865,0.367388022,0.478591817,0.612765957,9501,9500,12667,12749,245.2553866,30324.5,21138,6334,3167,0.453061223,356,1225,26400,22800,4000,11200,36400,52900,22700,32600,30200,1
Rasmussen College-Illinois,Rockford,IL,rasmussen.edu,0,0,23,2,3,3,42.2676,-88.9989,0.7676,NULL,0,1791,NULL,NULL,18572,NULL,18201,NULL,19576,NULL,23827,10764,10764,NULL,0.181795455,NULL,0.441587366,0.369300762,0.559563758,0.721311475,12667,11241,16384,13517.5,257.6008662,34962,24057,5078,2634,0.648000002,80,750,33900,31300,8300,18900,45100,58200,30200,35900,37000,1
Rasmussen College-Aurora,Aurora,IL,http://www.rasmussen.edu,0,0,23,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10764,NULL,NULL,NULL,NULL,0.441587366,0.369300762,0.559563758,0.721311475,12667,11241,16384,13517.5,257.6008662,34962,24057,5078,2634,0.648000002,80,750,33900,31300,8300,18900,45100,58200,30200,35900,37000,1
Rasmussen Collegeâ??Romeoville/Joliet,Romeoville,IL,http://www.rasmussen.edu,0,0,23,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10764,NULL,NULL,NULL,NULL,0.441587366,0.369300762,0.559563758,0.721311475,12667,11241,16384,13517.5,257.6008662,34962,24057,5078,2634,0.648000002,80,750,33900,31300,8300,18900,45100,58200,30200,35900,37000,1
Rasmussen College-Mokena/Tinley Park,Mokena,IL,http://www.rasmussen.edu,0,0,23,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10764,NULL,NULL,NULL,NULL,0.441587366,0.369300762,0.559563758,0.721311475,12667,11241,16384,13517.5,257.6008662,34962,24057,5078,2634,0.648000002,80,750,33900,31300,8300,18900,45100,58200,30200,35900,37000,1
Educational Technical College-Recinto de Coamo,Coamo,PR,https://www.edutecpr.com,0,0,3,1,1,3,18.0818,-66.3644,NULL,NULL,0,254,NULL,NULL,11876,NULL,11876,NULL,11468,NULL,NULL,NULL,NULL,11090,NULL,0.7094,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.194244608,233,278,17800,14400,1700,6100,22700,34400,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Educational Technical College-Recinto de san Sebastian,San Sebastian,PR,https://www.edutecpr.com,0,0,3,1,1,3,18.3384,-66.9886,NULL,NULL,0,276,NULL,NULL,10259,NULL,10259,NULL,9360,NULL,NULL,NULL,NULL,9520,NULL,0.61595433,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.194244608,233,278,17800,14400,1700,6100,22700,34400,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Argosy University-Denver,Denver,CO,www.argosy.edu/denver/,0,0,28,3,4,3,39.6572,-104.9006,NULL,NULL,0,151,NULL,NULL,17815,NULL,17815,NULL,17815,NULL,NULL,13663,13663,NULL,0.625,NULL,0.370393247,0.299601711,0.486633439,PrivacySuppressed,9500,8732.5,9500,9500,159.0146622,30774,16641,4750,2167,0.722705305,158,1035,41800,38200,8900,23100,56100,75000,39700,42200,44600,1
College America-Colorado Springs,Colorado Springs,CO,www.collegeamerica.edu/,0,0,5,2,3,2,38.8409,-104.7602,NULL,NULL,0,322,NULL,NULL,22877,NULL,22877,NULL,23573,NULL,NULL,17211,17211,NULL,0.52822973,NULL,0.253311258,0.227880658,PrivacySuppressed,PrivacySuppressed,20000,19136,24272,PrivacySuppressed,302.6141279,41456,27770,8867,4750,0.582508266,160,606,32000,28800,4700,15300,44200,61000,28000,36300,PrivacySuppressed,1
College America-Fort Collins,Fort Collins,CO,www.collegeamerica.edu,0,0,5,2,3,2,40.5684,-105.0924,NULL,NULL,0,159,NULL,NULL,19991,NULL,19991,NULL,23500,NULL,NULL,17211,17211,NULL,0.296324603,NULL,0.253311258,0.227880658,PrivacySuppressed,PrivacySuppressed,20000,19136,24272,PrivacySuppressed,302.6141279,41456,27770,8867,4750,0.582508266,160,606,32000,28800,4700,15300,44200,61000,28000,36300,PrivacySuppressed,1
Automotive Training Center-Warminster,Warminster,PA,www.autotraining.edu,0,0,2,1,1,3,40.1998,-75.0736,NULL,NULL,0,291,NULL,NULL,14000,NULL,10626,NULL,13648,NULL,17109,NULL,NULL,38250,NULL,0.651161311,0.653478854,0.546546547,PrivacySuppressed,PrivacySuppressed,14680,14680,14585,PrivacySuppressed,188.73485,23667,18689,9500,4750,0.800000012,49,310,44000,43400,15600,29200,57400,70000,36900,44100,48600,1
Empire Beauty School-Milwaukee,Milwaukee,WI,www.empire.edu,0,0,13,1,1,3,42.9426,-87.9505,NULL,NULL,0,66,NULL,NULL,14066,NULL,14066,NULL,13608,NULL,NULL,NULL,NULL,18000,NULL,0.283442994,0.364471669,0.327380952,0.462809917,0.607142857,8100,7917,9500,PrivacySuppressed,123.1883468,15964,13105,4750,3167,0.225563914,36,133,17000,13800,1600,6900,23500,35900,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
The Robert B Miller College,Battle Creek,MI,www.millercollege.edu,0,1,1,3,3,2,42.3332,-85.1789,NULL,NULL,0,275,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.739837398,0.677419355,PrivacySuppressed,PrivacySuppressed,14931.5,13306,17963,PrivacySuppressed,279.3775372,34117,25000,6774,4500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
University of Phoenix-Fairfield County Campus,Norwalk,CT,www.phoenix.edu,0,0,71,3,4,3,41.097,-73.444,NULL,NULL,0,20,NULL,NULL,19954,NULL,19734,NULL,22024,NULL,NULL,NULL,NULL,NULL,0.126752113,NULL,0.406534043,0.32355328,0.520819191,0.668733423,18532,14266,24592,24329,394.122775,49250,34308,5860,2172,0.814917386,8072,55613,60500,53400,13300,32300,79600,110100,41600,56700,78400,1
University of South Florida-St Petersburg,St. Petersburg,FL,www.usfsp.edu,0,0,3,3,4,1,27.7626,-82.6357,0.4401,NULL,0,3955,NULL,12223,NULL,9337,NULL,11911,NULL,16930,NULL,5820,16736,NULL,0.373480924,NULL,0.789967064,0.754042873,0.803138024,0.85044738,16954,16958,17765,16000,219.0989568,37441,28082,7750,3750,0.772431552,990,7378,46200,41700,12200,26900,58300,81300,44300,46300,49000,1
Triangle Tech Inc-Bethlehem,Bethlehem,PA,www.triangle-tech.edu,0,0,2,2,2,3,40.6543,-75.4292,NULL,NULL,0,133,NULL,NULL,18940,NULL,17174,NULL,17793,NULL,23583,16733,16733,NULL,NULL,0.676700752,0.79950495,0.690217391,PrivacySuppressed,PrivacySuppressed,12000,15053,12000,PrivacySuppressed,163.7552375,20000,17750,11000,5000,0.696428597,34,224,38300,37700,7200,19600,53000,69800,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Arizona State University-Downtown Phoenix,Phoenix,AZ,www.asu.edu/,0,0,5,3,4,1,NULL,NULL,0.757,NULL,0,8555,NULL,12403,NULL,9313,NULL,12271,NULL,16929,NULL,9861,23654,NULL,0.4732,NULL,0.802837511,0.758179462,0.80975515,0.860263034,16250,16750,16500,15000,226.2042688,35000,25250,8054,4500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Milan Institute-Clovis,Clovis,CA,www.milaninstitute.edu,0,0,6,1,1,3,36.8085,-119.7249,NULL,NULL,0,488,NULL,NULL,15769,NULL,15470,NULL,15726,NULL,19287,NULL,NULL,16789,NULL,0.579238312,0.351691581,0.309257375,0.484018265,0.536231884,9500,9500,8971,8971,105.469475,16500,9906,5500,3666,0.283018857,36,106,19300,16100,3400,10000,26900,38200,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Branford Hall Career Institute-Albany Campus,Albany,NY,www.branfordhall.edu,0,0,6,1,1,3,42.7431,-73.8405,NULL,NULL,0,378,NULL,NULL,22448,NULL,22271,NULL,23043,NULL,25048,NULL,NULL,13000,NULL,0.616597802,0.496945683,0.430869784,PrivacySuppressed,PrivacySuppressed,9127.5,9008,9500,7756,108.80009,11250,10419.5,5629,3105,0.582129478,523,1869,30900,29700,5500,14300,42000,57000,25700,34700,34500,1
Harris School of Business-Linwood Campus,Linwood,NJ,www.harrisschool.com,0,0,4,1,1,3,39.3481,-74.5805,NULL,NULL,0,441,NULL,NULL,25436,NULL,25238,NULL,26050,NULL,29603,NULL,NULL,13647,NULL,0.5798625,0.415492958,0.386740331,PrivacySuppressed,PrivacySuppressed,7957.5,7876,8484,PrivacySuppressed,94.7448947,9500,9076,4750,2575.5,0.53719008,26,121,29600,27900,3100,13900,42800,58200,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
The Art Institute of Tennessee-Nashville,Nashville,TN,www.artinstitutes.edu/nashville/,0,0,6,3,3,3,36.1546,-86.6354,NULL,NULL,0,991,NULL,NULL,26067,NULL,24774,NULL,26854,NULL,29917,17596,17596,NULL,0.373730303,NULL,0.46834572,0.399444865,0.494929986,PrivacySuppressed,12161,11084,13000,14184,330.5191306,40472,24666,6334,3167,0.608716249,424,2111,35700,31600,6600,16000,48000,67200,30900,36100,40800,1
Strayer University-Florida,Tampa,FL,www.strayer.edu/florida/tampa-westshore,0,0,99,3,4,3,27.99,-82.5462,NULL,NULL,0,2004,NULL,NULL,27410,NULL,27410,NULL,29172,NULL,NULL,15495,15495,NULL,0.25,NULL,0.444774917,0.375604461,0.533216207,0.656020558,12500,9500,24000,24991,438.525424,51000,34932,4960,2276,0.785714269,804,5264,56800,51700,11500,29100,78200,106500,43200,58900,72200,1
Strayer University-Tampa East Campus,Tampa,FL,http://www.strayer.edu/florida/tampa-east,0,0,99,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15495,NULL,NULL,NULL,NULL,0.444774917,0.375604461,0.533216207,0.656020558,12500,9500,24000,24991,438.525424,51000,34932,4960,2276,0.785714269,804,5264,56800,51700,11500,29100,78200,106500,43200,58900,72200,1
Strayer University-Maitland Campus,Maitland,FL,http://www.strayer.edu/florida/maitland,0,0,99,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15495,NULL,NULL,NULL,NULL,0.444774917,0.375604461,0.533216207,0.656020558,12500,9500,24000,24991,438.525424,51000,34932,4960,2276,0.785714269,804,5264,56800,51700,11500,29100,78200,106500,43200,58900,72200,1
Strayer University-Orlando East Campus,Orlando,FL,http://www.strayer.edu/florida/orlando-east,0,0,99,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15495,NULL,NULL,NULL,NULL,0.444774917,0.375604461,0.533216207,0.656020558,12500,9500,24000,24991,438.525424,51000,34932,4960,2276,0.785714269,804,5264,56800,51700,11500,29100,78200,106500,43200,58900,72200,1
Strayer University-Sand Lake Campus,Orlando,FL,http://www.strayer.edu/florida/sand-lake,0,0,99,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15495,NULL,NULL,NULL,NULL,0.444774917,0.375604461,0.533216207,0.656020558,12500,9500,24000,24991,438.525424,51000,34932,4960,2276,0.785714269,804,5264,56800,51700,11500,29100,78200,106500,43200,58900,72200,1
Strayer University-Baymeadows Campus,Jacksonville,FL,http://www.strayer.edu/florida/baymeadows,0,0,99,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15495,NULL,NULL,NULL,NULL,0.444774917,0.375604461,0.533216207,0.656020558,12500,9500,24000,24991,438.525424,51000,34932,4960,2276,0.785714269,804,5264,56800,51700,11500,29100,78200,106500,43200,58900,72200,1
Strayer University-Palm Beach Gardens Campus,Palm Beach Gardens,FL,http://www.strayer.edu/florida/palm-beach-gardens,0,0,99,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15495,NULL,NULL,NULL,NULL,0.444774917,0.375604461,0.533216207,0.656020558,12500,9500,24000,24991,438.525424,51000,34932,4960,2276,0.785714269,804,5264,56800,51700,11500,29100,78200,106500,43200,58900,72200,1
Strayer University-Coral Springs Campus,Coral Springs,FL,http://www.strayer.edu/florida/coral-springs,0,0,99,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15495,NULL,NULL,NULL,NULL,0.444774917,0.375604461,0.533216207,0.656020558,12500,9500,24000,24991,438.525424,51000,34932,4960,2276,0.785714269,804,5264,56800,51700,11500,29100,78200,106500,43200,58900,72200,1
Strayer University-Fort Lauderdale Campus,Fort Lauderdale,FL,http://www.strayer.edu/florida/fort-lauderdale,0,0,99,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15495,NULL,NULL,NULL,NULL,0.444774917,0.375604461,0.533216207,0.656020558,12500,9500,24000,24991,438.525424,51000,34932,4960,2276,0.785714269,804,5264,56800,51700,11500,29100,78200,106500,43200,58900,72200,1
Strayer University-Miramar Campus,Miramar,FL,http://www.strayer.edu/florida/miramar,0,0,99,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15495,NULL,NULL,NULL,NULL,0.444774917,0.375604461,0.533216207,0.656020558,12500,9500,24000,24991,438.525424,51000,34932,4960,2276,0.785714269,804,5264,56800,51700,11500,29100,78200,106500,43200,58900,72200,1
Strayer University-Doral,Miami,FL,http://www.strayer.edu/florida/doral,0,0,99,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15495,NULL,NULL,NULL,NULL,0.444774917,0.375604461,0.533216207,0.656020558,12500,9500,24000,24991,438.525424,51000,34932,4960,2276,0.785714269,804,5264,56800,51700,11500,29100,78200,106500,43200,58900,72200,1
Strayer University-Brickell,Miami,FL,http://www.strayer.edu/florida/brickell,0,0,99,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15495,NULL,NULL,NULL,NULL,0.444774917,0.375604461,0.533216207,0.656020558,12500,9500,24000,24991,438.525424,51000,34932,4960,2276,0.785714269,804,5264,56800,51700,11500,29100,78200,106500,43200,58900,72200,1
Pima Medical Institute-Renton,Renton,WA,pmi.edu,0,0,11,1,2,3,47.469,-122.2114,NULL,NULL,0,889,NULL,NULL,20981,NULL,20918,NULL,21376,NULL,22708,NULL,NULL,11830,NULL,0.668852186,0.614709852,0.564265354,0.682943371,0.777584709,8708,8708,9497,9500,105.4472709,27016,11208,5500,3166,0.561912894,1041,3513,29200,27600,4300,14300,39100,53300,26500,33300,36300,1
College of Business and Technology-Flagler,Miami,FL,www.cbt.edu,0,0,5,1,2,3,25.7691,-80.3292,NULL,NULL,0,323,NULL,NULL,15512,NULL,15512,NULL,15512,NULL,NULL,17440,17440,NULL,NULL,0.824682468,0.637647059,0.630397237,PrivacySuppressed,PrivacySuppressed,8930,8700,9500,PrivacySuppressed,105.3029443,24760,18250,7500,4450,0.473429948,74,207,26500,23100,4800,11000,36600,49500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
College of Business and Technology-Hialeah,Hialeah,FL,www.cbt.edu,0,0,5,1,2,3,25.867,-80.3022,NULL,NULL,0,178,NULL,NULL,15602,NULL,15602,NULL,16348,NULL,NULL,13664,13664,NULL,NULL,0.83934482,0.637647059,0.630397237,PrivacySuppressed,PrivacySuppressed,8930,8700,9500,PrivacySuppressed,105.3029443,24760,18250,7500,4450,0.473429948,74,207,26500,23100,4800,11000,36600,49500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Miller-Motte College-Cary,Cary,NC,www.miller-motte.edu,0,0,7,1,2,3,35.7551,-78.7407,NULL,NULL,0,320,NULL,NULL,20476,NULL,20476,NULL,24929,NULL,NULL,10659,10659,NULL,NULL,0.526319298,0.358752166,0.305765871,0.474613687,PrivacySuppressed,10935.5,10655,12808,10757,222.041,29000,21310,6334,3167,0.392857134,53,196,21200,21000,3700,9600,29300,36500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Miami-Jacobs Career College-Springboro,Springboro,OH,www.miamijacobs.edu,0,0,15,2,2,3,39.5608,-84.2532,NULL,NULL,0,222,NULL,NULL,22903,NULL,22903,NULL,26887,NULL,NULL,12024,12024,NULL,NULL,0.450941176,0.507346046,0.444847935,0.636919315,PrivacySuppressed,11977,10996,14523.5,14054,219.9427126,28890,21000,6333,3167,0.59308511,90,376,36600,31500,6000,16000,52900,74000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Dewey University-Juana DÃ_az,Juana Diaz,PR,www.dewey.edu,0,0,9,1,1,2,18.06,-66.5089,NULL,NULL,0,395,NULL,NULL,7492,NULL,7465,NULL,8277,NULL,NULL,9260,9260,NULL,NULL,0.779871698,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.221296847,1181,1681,18500,16200,2100,8300,23200,35000,17900,23500,PrivacySuppressed,1
Dewey University-Fajardo,Fajardo,PR,www.dewey.edu,0,0,9,1,1,2,18.3292,-65.6507,NULL,NULL,0,188,NULL,NULL,7321,NULL,7276,NULL,7787,NULL,NULL,9260,9260,NULL,NULL,0.726366169,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.221296847,1181,1681,18500,16200,2100,8300,23200,35000,17900,23500,PrivacySuppressed,1
Dewey University-Arroyo,Arroyo,PR,www.dewey.edu,0,0,9,1,1,2,17.9744,-66.052,NULL,NULL,0,169,NULL,NULL,6994,NULL,6746,NULL,7677,NULL,NULL,9260,9260,NULL,NULL,0.720366261,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.221296847,1181,1681,18500,16200,2100,8300,23200,35000,17900,23500,PrivacySuppressed,1
Regency Beauty Institute-Independence,Kansas City,MO,www.regency.edu,0,0,86,1,1,3,39.0337,-94.4125,NULL,NULL,0,73,NULL,NULL,20251,NULL,20251,NULL,NULL,NULL,NULL,NULL,NULL,16200,NULL,0.368422222,0.47496977,0.388024171,0.584089696,PrivacySuppressed,9500,10039,9894,8375,157.0273952,14649,14144,4750,3773,0.361194044,59,335,22400,19600,4400,10200,31000,42700,19400,23000,25700,1
Regency Beauty Institute-St Peters,St. Peters,MO,www.regency.edu,0,0,86,1,1,3,38.7996,-90.6544,NULL,NULL,0,111,NULL,NULL,20338,NULL,20338,NULL,NULL,NULL,NULL,NULL,NULL,16200,NULL,0.5390625,0.47496977,0.388024171,0.584089696,PrivacySuppressed,9500,10039,9894,8375,157.0273952,14649,14144,4750,3773,0.361194044,59,335,22400,19600,4400,10200,31000,42700,19400,23000,25700,1
Regency Beauty Institute-Peoria,Peoria,IL,www.regency.edu,0,0,86,1,1,3,40.7393,-89.6345,NULL,NULL,0,78,NULL,NULL,20266,NULL,20266,NULL,NULL,NULL,NULL,NULL,NULL,16200,NULL,0.344441667,0.47496977,0.388024171,0.584089696,PrivacySuppressed,9500,10039,9894,8375,157.0273952,14649,14144,4750,3773,0.361194044,59,335,22400,19600,4400,10200,31000,42700,19400,23000,25700,1
Regency Beauty Institute-Greenwood,Indianapolis,IN,www.regency.edu,0,0,86,1,1,3,39.6381,-86.1239,NULL,NULL,0,69,NULL,NULL,20537,NULL,20537,NULL,NULL,NULL,NULL,NULL,NULL,16200,NULL,0.337125714,0.47496977,0.388024171,0.584089696,PrivacySuppressed,9500,10039,9894,8375,157.0273952,14649,14144,4750,3773,0.361194044,59,335,22400,19600,4400,10200,31000,42700,19400,23000,25700,1
Regency Beauty Institute-Mehlville,Mehlville,MO,www.regency.edu,0,0,86,1,1,3,38.4994,-90.3336,NULL,NULL,0,43,NULL,NULL,20887,NULL,20887,NULL,NULL,NULL,NULL,NULL,NULL,16200,NULL,0.4320344,0.47496977,0.388024171,0.584089696,PrivacySuppressed,9500,10039,9894,8375,157.0273952,14649,14144,4750,3773,0.361194044,59,335,22400,19600,4400,10200,31000,42700,19400,23000,25700,1
Regency Beauty Institute-Duluth,Duluth,MN,www.regency.edu,0,0,86,1,1,3,46.8086,-92.1684,NULL,NULL,0,51,NULL,NULL,20483,NULL,20483,NULL,NULL,NULL,NULL,NULL,NULL,16200,NULL,0.499965714,0.47496977,0.388024171,0.584089696,PrivacySuppressed,9500,10039,9894,8375,157.0273952,14649,14144,4750,3773,0.361194044,59,335,22400,19600,4400,10200,31000,42700,19400,23000,25700,1
Regency Beauty Institute-Fairview Heights,Fairview Heights,IL,www.regency.edu,0,0,86,1,1,3,38.5912,-89.9906,NULL,NULL,0,73,NULL,NULL,21544,NULL,21544,NULL,NULL,NULL,NULL,NULL,NULL,16200,NULL,0.336064315,0.47496977,0.388024171,0.584089696,PrivacySuppressed,9500,10039,9894,8375,157.0273952,14649,14144,4750,3773,0.361194044,59,335,22400,19600,4400,10200,31000,42700,19400,23000,25700,1
Regency Beauty Institute-Champaign,Champaign,IL,www.regency.edu,0,0,86,1,1,3,40.1414,-88.2517,NULL,NULL,0,78,NULL,NULL,21734,NULL,21734,NULL,NULL,NULL,NULL,NULL,NULL,16200,NULL,0.345461818,0.47496977,0.388024171,0.584089696,PrivacySuppressed,9500,10039,9894,8375,157.0273952,14649,14144,4750,3773,0.361194044,59,335,22400,19600,4400,10200,31000,42700,19400,23000,25700,1
Regency Beauty Institute-Olathe,Olathe,KS,www.regency.edu,0,0,86,1,1,3,38.9031,-94.7802,NULL,NULL,0,63,NULL,NULL,21939,NULL,21939,NULL,NULL,NULL,NULL,NULL,NULL,16200,NULL,0.480021,0.47496977,0.388024171,0.584089696,PrivacySuppressed,9500,10039,9894,8375,157.0273952,14649,14144,4750,3773,0.361194044,59,335,22400,19600,4400,10200,31000,42700,19400,23000,25700,1
The College of Health Care Professions-San Antonio,San Antonio,TX,chcp.edu,0,0,4,1,1,3,29.4889,-98.5766,1,NULL,0,272,NULL,NULL,18081,NULL,17692,NULL,18526,NULL,23106,NULL,NULL,25000,NULL,0.773663265,0.466543892,0.434634975,PrivacySuppressed,PrivacySuppressed,7938,7917,8533,7177,105.469475,14400,9500,4155,1983,0.556363642,131,550,29500,27100,8100,15500,39300,54500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Everest Institute-South Plainfield,South Plainfield,NJ,www.everest.edu/campus/south_plainfield,0,0,5,1,1,3,40.556,-74.4257,NULL,NULL,0,697,NULL,NULL,19816,NULL,19420,NULL,20594,NULL,24712,NULL,NULL,18334,NULL,0.641028815,0.246345531,0.222413398,0.354948805,PrivacySuppressed,9500,9500,9500,PrivacySuppressed,105.469475,11694,9500,6793.5,3886,0.414209127,483,1492,23900,21200,3800,10700,33200,45300,21500,28900,33800,1
Daymar College-Madisonville,Madisonville,KY,www.daymarcollege.edu,0,0,6,2,2,3,37.3538,-87.4882,NULL,NULL,0,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18000,18000,NULL,NULL,0.362764706,0.265269245,0.231648352,0.396508728,PrivacySuppressed,13736.5,13070,16722.5,15000,261.5976042,30500,23839,6201.5,2959,0.426273465,137,373,25600,22100,3500,11300,35300,49200,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
